ID_Ra_500prod,Navn,DSK Kategori,Name,DSK Category,Unit,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Total kg CO2-eq/kg,Energi (KJ/100 g),Fedt (g/100 g),Kulhydrat (g/100 g),Protein (g/100 g),Data sources,Comments,"GPC brick no, level 4",ID_food,ID_pack,ID_retail,GPC Category,GPC Kategori,"GPC brick no, level 4.1",Unnamed: 26,"GPC brick no, level 1",Unnamed: 28,"GPC brick no, level 2",Unnamed: 30,"GPC brick no, level 3",Unnamed: 32,Ekstra kategorier
Ra00299,"Majs, kerner, konserves",Frugt/grøntsagsprodukter,"Sweetcorn, kernels, canned",Fruit/vegetable products,kg,0.04656565822289425,0.0322943085304398,0.1384682239867319,0.3150207837165704,0.06671770869721065,0.009920946706367229,0.6089876298602142,428.0,1.1,16.1,3.1,Data on inputs and outputs of the food processing industry is modelled using: Miller (2017).,"It has been assumed that the food processing industry is located in Denmark. The reference flow is 1 kg can content. A can contains 75% corn wet weight and 25% water. Corn dry matter in the can is approx. 25% but this needs to be adapted in the model as coming from the farm (dried at approx. 85%). We have recalculated the input of dry corn based on these figures, and added the remainder as tap water, which has been added to the original volume of tap water in the report. Steam is converted from kg to MJ assuming a calorific value of 2.75 MJ/kg. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000272,Fa0134,Pa044,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000272,Vegetables – Prepared/Processed (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50100000.0,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102100.0,Vegetables – Prepared/Processed,
Ra00300,"Ris, parboiled, rå",Korn-/gryn-/bælgfrugtprodukter,"Rice, parboiled, raw",Cereal/grain/pulse products,kg,0.3466142610685505,0.16454400920938686,0.1556507744949729,0.2022788772962417,0.403623532247641,0.009920946706367229,1.2826324010231602,1518.0,1.2,78.1,8.2,"Data on inputs and outputs of the food processing industry is modelled using: Blengini A, Busto M (2009) The life cycle of rice: LCA of alternative agri-food chain management systems in Vercelli (Italy). J Environ Manage 90(3):1512–1522.",It has been assumed that the food processing industry is located in Denmark. Data from Blengini and Busto (2009). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000211,Fa0026,Pa019,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000211,Grains/Cereal – Not Ready to Eat – (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50220000.0,Cereal/Grain/Pulse Products,50221000.0,Grains/Flour,
Ra00301,"Quinoa, sort, rå",Korn-/gryn-/bælgfrugtprodukter,"Quinoa, black, raw",Cereal/grain/pulse products,kg,1.043353954043589,0.6282630342689866,0.0,0.2022788772962417,0.6024319267152514,0.009920946706367229,2.4862487390304358,1461.0,6.5,42.3,13.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000211,Cm138,Pa018,Ma0332,Cereal/grain/pulse products,Korn-/gryn-/bælgfrugtprodukter,10000211,Grains/Cereal – Not Ready to Eat – (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50220000.0,Cereal/Grain/Pulse Products,50221000.0,Grains/Flour,
Ra00302,"Peber, sort",Krydderier/konserveringsmidler/ekstrakter,"Pepper, black",Seasonings/preservatives/extracts,kg,0.7692449132400028,0.266892603798992,0.0,2.71854868678386,0.5363627000252583,0.009920946706367229,4.3009698505544804,1274.0,3.3,44.5,10.9,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006214,Cm038,Pa055,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10006214,Extracts/Seasonings/Flavour Enhancers (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50170000.0,Seasonings/Preservatives/Extracts,50171500.0,Herbs/Spices/Extracts,
Ra00303,"Sennep, gul, færdiglavet",Krydderier/konserveringsmidler/ekstrakter,"Mustard, yellow, ready made",Seasonings/preservatives/extracts,kg,0.2044340993671893,0.11807250235449081,0.4694754811827875,0.7821457372817459,0.1739366707829826,0.009920946706367229,1.7579854376755633,691.0,6.4,20.2,5.7,"Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020) Yellow Mustard Sweet - Heinz - 240g - 220ml. https://world.openfoodfacts.org/product/50157556/yellow-mustard-sweet-heinz

Open Food Facts (2020) Moutarde de Dijon Forte - Auchan. https://world.openfoodfacts.org/product/3596710473298/moutarde-de-dijon-forte-auchan

Andersson K, Ohlsson T, Olsson P (1998) Screening life cycle assessment (LCA) of tomato ketchup: a case study. Journal of Cleaner Production, 6(3–4): 277-288.
.","It has been assumed that the food processing industry is located in Denmark. Recipe from two actual products, only main ingredients. Assumed a 3% waste rate in ingredients. Manufacturing assumed as in ketchup.(Andersson et al. 1998). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006322,Fa0088,Pa037,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10006322,Mustard (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50170000.0,Seasonings/Preservatives/Extracts,50171800.0,Sauces/Spreads/Dips/Condiments,
Ra00304,"Karry, pulver",Krydderier/konserveringsmidler/ekstrakter,Curry powder,Seasonings/preservatives/extracts,kg,1.459987043068263,0.3456263007344973,0.05468664647312348,2.71854868678386,0.109373292946247,0.009920946706367229,4.698142916712358,1421.0,13.8,25.2,12.7,Data on inputs and outputs of the food processing industry is modelled using: No specfic sources on this product. See comments field.,It has been assumed that the food processing industry is located in Denmark. Curry powder production is approximated as spices. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10006214,Fa0176,Pa055,Ma0332,Seasonings/preservatives/extracts,Krydderier/konserveringsmidler/ekstrakter,10006214,Extracts/Seasonings/Flavour Enhancers (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50170000.0,Seasonings/Preservatives/Extracts,50171500.0,Herbs/Spices/Extracts,
Ra00305,"Bitter, Gammel Dansk Bitter Dram",Drikkevarer,"BITTER, Gammel Dansk Bitter Dram",Beverages,kg,1.104264809004516,-0.04910703653479803,-0.1118632577176949,0.3680161243210657,0.7205343825176652,0.009920946706367229,2.041765968297121,885.0,0.0,0,0,Data on inputs and outputs of the food processing industry is modelled using: Amienyo (2012); Graham (2019).,"It has been assumed that the food processing industry is located in United Kingdom. Data from Amienyo (2012) except density, estimated at 0.94 Kg/L, From Graham (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000263,Fa0016,Pa008,Ma0332,Beverages,Drikkevarer,10000263,Spirits,50000000.0,Food/Beverage/Tobacco,50200000.0,Beverages,50202200.0,Alcoholic Beverages (Includes De-Alcoholised Variants),
Ra00306,Cognac,Drikkevarer,"Brandy, cognac",Beverages,kg,0.9948082908863596,-0.021835177051622745,4.799488444290173,0.3680161243210657,2.072114673449242,0.009920946706367229,8.222513302601586,928.0,0.0,0,0,Data on inputs and outputs of the food processing industry is modelled using: FAO (2012); Amienyo (2012).,"It has been assumed that the food processing industry is located in Italy. Assumed as whisky (Amienyo 2012), but replacing grain input by wine input. The wine input is calculated based on the alcohol content of wine (9.5% of dm) and that of brandy (32% of dm). Density of the liquor is different from whisky, taken from FAO (2012). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000263,Fa0017,Pa008,Ma0332,Beverages,Drikkevarer,10000263,Spirits,50000000.0,Food/Beverage/Tobacco,50200000.0,Beverages,50202200.0,Alcoholic Beverages (Includes De-Alcoholised Variants),
Ra00307,Vodka,Drikkevarer,Vodka,Beverages,kg,1.104264809004516,-0.04910703653479803,-0.1118632577176949,0.3680161243210657,0.7205343825176652,0.009920946706367229,2.041765968297121,969.0,0.0,0,0,Data on inputs and outputs of the food processing industry is modelled using: Amienyo (2012); Graham (2019).,"It has been assumed that the food processing industry is located in United Kingdom. Data from Amienyo (2012) except density, estimated at 0.94 Kg/L, From Graham (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000263,Fa0016,Pa008,Ma0332,Beverages,Drikkevarer,10000263,Spirits,50000000.0,Food/Beverage/Tobacco,50200000.0,Beverages,50202200.0,Alcoholic Beverages (Includes De-Alcoholised Variants),
Ra00308,"Snaps, 40 % vol., uspec.",Drikkevarer,"Aquavit, 40 % vol., average values",Beverages,kg,1.104264809004516,-0.04910703653479803,-0.1118632577176949,0.3680161243210657,0.7205343825176652,0.009920946706367229,2.041765968297121,928.0,0.0,0,0,Data on inputs and outputs of the food processing industry is modelled using: Amienyo (2012); Graham (2019).,"It has been assumed that the food processing industry is located in United Kingdom. Data from Amienyo (2012) except density, estimated at 0.94 Kg/L, From Graham (2019). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000263,Fa0016,Pa008,Ma0332,Beverages,Drikkevarer,10000263,Spirits,50000000.0,Food/Beverage/Tobacco,50200000.0,Beverages,50202200.0,Alcoholic Beverages (Includes De-Alcoholised Variants),
Ra00309,"Blomme, rå",Frugt,"Plum, raw",Fruits,kg,0.2733841668416501,0.1001131763558771,0.0,0.1406239708057012,0.05468664647312348,0.009920946706367229,0.5787289071827192,199.0,0.3,9.2,0.5,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005917,Cm130,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005917,Plums,50000000.0,Food/Beverage/Tobacco,50250000.0,Fruits – Unprepared/Unprocessed (Fresh),50250900.0,Stone Fruit,
Ra00310,"Kirsebær, rå",Frugt,"Cherry, raw",Fruits,kg,0.2633701576611869,0.07426823164410608,0.0,0.1406239708057012,0.2607098805598901,0.009920946706367229,0.7488931873772514,234.0,0.3,11.7,1.4,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005907,Cm033,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005907,Sour Cherries,50000000.0,Food/Beverage/Tobacco,50250000.0,Fruits – Unprepared/Unprocessed (Fresh),50250900.0,Stone Fruit,
Ra00311,"Kastanje, ægte, rå",Frugt/grøntsagsprodukter,"Chestnut, raw",Fruit/vegetable products,kg,0.75953128233441,0.12733493578022329,0.0,0.1406239708057012,0.6712563914236893,0.009920946706367229,1.708667527050391,797.0,2.7,33.9,2,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000007,Cm035,Pa059,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000007,Nuts/Seeds – Unprepared/Unprocessed (Perishable),50000000.0,Food/Beverage/Tobacco,50330000.0,Nuts/Seeds – Unprepared/Unprocessed (Perishable),50330100.0,Nuts/Seeds – Unprepared/Unprocessed (Perishable),
Ra00312,"Sveske, rå",Frugt/grøntsagsprodukter,"Prune, dried plum",Fruit/vegetable products,kg,0.7237567109106766,0.07799905304024518,0.4132481651614271,0.04456465159622233,0.5987557842600939,0.009920946706367229,1.8682453116750324,972.0,0.7,54.6,2.7,Data on inputs and outputs of the food processing industry is modelled using: Vukoje et al. (2018).,It has been assumed that the food processing industry is located in United States. Based on apricot drying according to Vukoje et al. (2018). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000272,Fa0153,Pa001,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000272,Vegetables – Prepared/Processed (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50100000.0,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102100.0,Vegetables – Prepared/Processed,
Ra00313,"Abrikos, tørret",Frugt/grøntsagsprodukter,"Apricot, dried",Fruit/vegetable products,kg,0.7237567109106766,0.07799905304024518,0.4132481651614271,0.04456465159622233,0.5987557842600939,0.009920946706367229,1.8682453116750324,1043.0,1.7,43.3,3.5,Data on inputs and outputs of the food processing industry is modelled using: Vukoje et al. (2018).,It has been assumed that the food processing industry is located in United States. Based on apricot drying according to Vukoje et al. (2018). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000272,Fa0153,Pa001,Ma0332,Fruits/vegetables/nuts/seeds prepared/processed,Frugter/grøntsager/nødder/frø tilberedte/forarbejdede,10000272,Vegetables – Prepared/Processed (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50100000.0,Fruits/Vegetables/Nuts/Seeds Prepared/Processed,50102100.0,Vegetables – Prepared/Processed,
Ra00314,"Abrikos, rå",Frugt,"Apricot, raw",Fruits,kg,0.16740792924810108,0.05474336561721281,0.0,0.1406239708057012,0.6734988761707997,0.009920946706367229,1.046195088548182,170.0,0.3,7.3,1.3,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005905,Cm005,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005905,Apricots,50000000.0,Food/Beverage/Tobacco,50250000.0,Fruits – Unprepared/Unprocessed (Fresh),50250900.0,Stone Fruit,
Ra00315,"Fersken, rå",Frugt,"Peach, raw",Fruits,kg,0.11136149128205271,0.02824257679515444,0.0,0.1406239708057012,0.6717910224865807,0.009920946706367229,0.9619400080758563,206.0,0.4,7.8,0.7,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005912,Cm119,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005912,Peaches,50000000.0,Food/Beverage/Tobacco,50250000.0,Fruits – Unprepared/Unprocessed (Fresh),50250900.0,Stone Fruit,
Ra00316,"Nektarin, rå",Frugt,"Nectarine, raw",Fruits,kg,0.11136149128205271,0.02824257679515444,0.0,0.1406239708057012,0.6717910224865807,0.009920946706367229,0.9619400080758563,177.0,0.0,7.8,0.8,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005911,Cm119,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005911,Nectarines,50000000.0,Food/Beverage/Tobacco,50250000.0,Fruits – Unprepared/Unprocessed (Fresh),50250900.0,Stone Fruit,
Ra00317,"Avocado, rå",Frugt,"Avocado, raw",Fruits,kg,0.3152719343131486,0.05622299817265304,0.0,0.1406239708057012,0.5441999825101456,0.009920946706367229,1.0662398325080156,711.0,13.1,0.5,1.9,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10006168,Cm009,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10006168,Avocados – Pebbled Peel (Hass-Type),50000000.0,Food/Beverage/Tobacco,50250000.0,Fruits – Unprepared/Unprocessed (Fresh),50251400.0,Avocados,
Ra00318,"Sukker, stødt melis (saccharose)",Slik/sukkervarer,"Sugar, sucrose, white",Candy/sugar products,kg,1.301742624810789,-0.08684323616895553,0.4670191388829664,0.2022788772962417,0.1093811364639835,0.009920946706367229,2.003499487991392,1698.0,0.0,99.9,0,Data on inputs and outputs of the food processing industry is modelled using: Klenk et al. (2012); Jungbluth et al. (2007).,"It has been assumed that the food processing industry is located in Denmark. Production of sugar from sugar beet, average data from the EU as reported in Klenk et al. (2012). Source of heat is assumed natural gas. Water use is not reported and taken from Jungbluth et al. (2007). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10000043,Fa0304,Pa018,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000043,Sugar/Sugar Substitutes (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50160000.0,Confectionery/Sugar Sweetening Products,50161500.0,Sugars/Sugar Substitute Products,
Ra00319,"Sukker, brun farin",Slik/sukkervarer,"Sugar, brown",Candy/sugar products,kg,1.178656241026806,-0.0598846413314572,0.4888819462521651,0.2022788772962417,0.1042023924722549,0.009920946706367229,1.9240557624223775,1624.0,0.0,94,0,Data on inputs and outputs of the food processing industry is modelled using: The Spruce Eats (2020) Make Your Own Brown Sugarhttps://www.thespruceeats.com/how-to-make-your-own-brown-sugar-995823.,It has been assumed that the food processing industry is located in Denmark. Produced as a mixture of cane molasses and white sugar. Manufacturing neglected (the manufacturing of the two ingredients is implicilty included). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000043,Fa0305,Pa018,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000043,Sugar/Sugar Substitutes (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50160000.0,Confectionery/Sugar Sweetening Products,50161500.0,Sugars/Sugar Substitute Products,
Ra00320,"Chokolade, fløde",Slik/sukkervarer,"Chocolate, milk",Candy/sugar products,kg,1.830970667068218,0.3386332434086796,2.516970792083804,0.3753449517610168,0.1073991050085672,0.009920946706367229,5.179239706036652,2278.0,31.7,62.4,7.1,Data on inputs and outputs of the food processing industry is modelled using: Konstantas et al. (2018a).,It has been assumed that the food processing industry is located in Denmark. DaTa obtained from Konstantas et al. (2018a). Ingredients multiplied by 1.02 as this is the overall loss during processing according to the authors. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000045,Fa0136,Pa045,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000045,Chocolate and Chocolate/Sugar Candy Combinations – Confectionery,50000000.0,Food/Beverage/Tobacco,50160000.0,Confectionery/Sugar Sweetening Products,50161800.0,Confectionery Products,
Ra00321,Nougat,Brød/bageartikler,Nougat,Bread/bakery products,kg,2.070287234711719,0.4910902751352675,1.620319987343602,0.6673476038932485,0.1110138923404407,0.009920946706367229,4.969979940130644,2297.0,32.3,55.9,8.7,Data on inputs and outputs of the food processing industry is modelled using: German Cooking (2016); Konstantas et al. (2018).,It has been assumed that the food processing industry is located in Denmark. Based on home-made recipe by German cooking (2016). Manufacturing assumed as chocolate from Konstantas et al. (2018). We assume 3% ingredient goes to waste. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000158,Fa0177,Pa024,Ma0332,Bread/bakery products,Brød/bageartikler,10000158,Baking/Cooking Supplies (Shelf Stable),50000000.0,Food/Beverage/Tobacco,50180000.0,Bread/Bakery Products,50181700.0,Baking/Cooking Mixes/Supplies,
Ra00322,"Tyggegummi, uden sukker, uspec.",Slik/sukkervarer,"Chewing gum, no sugar added, all types",Candy/sugar products,kg,-4.864301766567083e-19,0.2506820067006921,4.358094292046973,1.289639516386607,0.05468664647312348,0.009920946706367229,5.963023408313761,1451.0,0.0,83.6,0.6,Data on inputs and outputs of the food processing industry is modelled using: Natural Chewing Gum (2020); Carlsson-Kanyama and Faist (2000).,It has been assumed that the food processing industry is located in Denmark. Recipe for home-made sugar-free chewing gum using xylitol as sweetener (Natural Chewing Gum 2020). Energy use in manufacturing assumed as sugar candy reported in appendix 6 in Carlsson-Kanyama and Faist (2000). We assume 3% ingredient is wasted. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10006390,Fa0178,Pa067,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10006390,Chewing Gum,50000000.0,Food/Beverage/Tobacco,50160000.0,Confectionery/Sugar Sweetening Products,50161800.0,Confectionery Products,
Ra00323,"Karameller, blandede",Slik/sukkervarer,"Toffees, mixed",Candy/sugar products,kg,0.9303851236954933,0.06692438667978823,1.154134241239245,0.4680030947889491,0.1109969941666805,0.009920946706367229,2.7403647872765236,2023.0,20.9,67.7,2.1,Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020y); Carlsson-Kanyama and Faist (2000).,It has been assumed that the food processing industry is located in Denmark. Based on ingredients listed in a product sold in France (Open Food Facts 2020y). Quantified ingredients add up to 35%. The rest is assumed to be half sugar and half glucose syrup. Energy use in manufacturing assumed as sugar candy reported in appendix 6 in Carlsson-Kanyama and Faist (2000).We assume 3% ingredient goes to waste. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000047,Fa0179,Pa046,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000047,Sugar Candy/Sugar Candy Substitutes Confectionery,50000000.0,Food/Beverage/Tobacco,50160000.0,Confectionery/Sugar Sweetening Products,50161800.0,Confectionery Products,
Ra00324,"Chokolade, mørk",Slik/sukkervarer,"Chocolate, bitter",Candy/sugar products,kg,1.24590963288955,1.284841264714479,0.1146294205427347,0.4917118711779648,0.5918458969751489,0.009920946706367229,3.7388590330062446,2294.0,31.8,59.6,5.7,Data on inputs and outputs of the food processing industry is modelled using: Recanati et al. (2018).,It has been assumed that the food processing industry is located in Denmark. Data from Recanati et al. (2018). Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000045,Fa0076,Pa026,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000045,Chocolate and Chocolate/Sugar Candy Combinations – Confectionery,50000000.0,Food/Beverage/Tobacco,50160000.0,Confectionery/Sugar Sweetening Products,50161800.0,Confectionery Products,
Ra00325,"Lakrids, salt",Slik/sukkervarer,"Liquorice, salt",Candy/sugar products,kg,0.7505157696882881,-0.006935352932946184,0.9672268012870343,0.2605219714391335,0.105381167753709,0.009920946706367229,2.086631303941586,1507.0,1.0,43.4,4.4,Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020z); Open Food Facts (2020aa); Carlsson-Kanyama and Faist (2000).,It has been assumed that the food processing industry is located in Denmark. Based on ingredients listed in two products reported in Open Food Facts (2020z; 2020aa). Quantified ingredients add up to 10%. The rest is assumed to be half sugar and half glucose syrup. Energy use in manufacturing assumed as sugar candy reported in appendix 6 in Carlsson-Kanyama and Faist (2000). We assume 3% ingredient goes to waste. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000047,Fa0180,Pa066,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000047,Sugar Candy/Sugar Candy Substitutes Confectionery,50000000.0,Food/Beverage/Tobacco,50160000.0,Confectionery/Sugar Sweetening Products,50161800.0,Confectionery Products,
Ra00326,Vingummi,Slik/sukkervarer,Fruit gums,Candy/sugar products,kg,0.7755329620112312,-0.009795221035051024,0.8786392148272995,0.2605219714391335,0.1070709851297285,0.009920946706367229,2.021890859078709,1482.0,0.9,74.4,6.6,Data on inputs and outputs of the food processing industry is modelled using: Open Food Facts (2020ab); Carlsson-Kanyama and Faist (2000).,It has been assumed that the food processing industry is located in Denmark. Based on ingredients listed in a product reported in Open Food Facts (2020ab). Only ingredients considered are gelatine (7%) and the rest is assumed to be half sugar and half glucose syrup. Energy use in manufacturing assumed as sugar candy reported in appendix 6 in Carlsson-Kanyama and Faist (2000). We assume 3% ingredient goes to waste. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.,10000047,Fa0181,Pa066,Ma0332,Confectionery/sugar sweetening products,Konfekture/sukker/sødemidler,10000047,Sugar Candy/Sugar Candy Substitutes Confectionery,50000000.0,Food/Beverage/Tobacco,50160000.0,Confectionery/Sugar Sweetening Products,50161800.0,Confectionery Products,
Ra00327,"Banan, rå",Frugt,"Banana, raw",Fruits,kg,0.20924176735697989,0.01933492949515435,0.0,0.1406239708057012,0.6032267573430914,0.009920946706367229,0.982348371707294,396.0,0.2,19.7,1.1,The inputs to the Danish market and inputs and outputs to the crop cultivation activities are consistently modelled using data from e.g. FAOSTAT and emission models from IPCC.,"Data are obtained as products on the Danish crop market, where supplying countries are identified based on trade statistics. Data on fertilizer use and field emissions etc. are calculated based on data from FAOSTAT, the International Fertilizer Association and emissions models from IPCC. Retail is modelled assuming the following storage: Ambient. See more details as well as literature references in the methodoly report on: www.denstoreklimadatabase.dk.",10005897,Cm010,Pa059,Ma0332,Fruits - unprepared/unprocessed (fresh),Frugt - uforarbejdet (frisk),10005897,Bananas,50000000.0,Food/Beverage/Tobacco,50250000.0,Fruits – Unprepared/Unprocessed (Fresh),50250700.0,Bananas,
